sequenceID	locus_name	locus_numeric_id	stem	host_species	host_class	host_superorder	host_order	host_family	host_genus	organism	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	assigned_gene	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches	locus_structure	sequence_length	virus_genus
dependo.365-Passer_domesticus	dependo.365-passeriformes	365	dependo.365	Passer_domesticus	Aves	Neognathae	Passeriformes	Passeridae	Passer	Passer_domesticus	low_coverage	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	CM004533.1	-	12241871	12242338	VP	5	110	4	321	107	175	84.112	1.26	59	2	0	NS[dependo.165-passeriformes(-)]	468	Dependoparvovirus
dependo.366-Empidonax_traillii	dependo.366-passeriformes	366	dependo.366	Empidonax_traillii	Aves	Neognathae	Passeriformes	Tyrannidae	Empidonax	Empidonax_traillii	low_coverage	GCA_003031625	GCA_003031625.1_ASM303162v1_genomic.fna	PWAB01000205.1	+	166706	167673	VP	80	277	378	968	202	221	62.871	5.54	73	4	0	VP[dependo.XX-Tonatia(+)]	968	Dependoparvovirus
dependo.366-Manacus_vitellinus	dependo.366-passeriformes	366	dependo.366	Manacus_vitellinus	Aves	Neognathae	Passeriformes	Pipridae	Manacus	Manacus_vitellinus	low_coverage	28/10/2011	Manacus_vitellinus.scaf.noBacterial.fa	scaffold270	-	152406	153310	VP	80	257	384	902	182	206	64.286	4.98	67	5	0	VP[dependo.XX-Tonatia(-)]	905	Dependoparvovirus
dependo.366-Pipra_filicauda	dependo.366-passeriformes	366	dependo.366	Pipra_filicauda	Aves	Neognathae	Passeriformes	Pipridae	Pipra	Pipra_filicauda	low_coverage	ASM394559v1	GCF_003945595.1_ASM394559v1_genomic.fna	NW_020894471.1	+	1179273	1180117	VP	80	233	384	845	158	180	62.025	1.54	57	3	0	VP[dependo.XX-Tonatia(+)]	845	Dependoparvovirus
dependo.366-Lepidothrix_coronata	dependo.366-passeriformes	366	dependo.366	Lepidothrix_coronata	Aves	Neognathae	Passeriformes	Pipridae	Lepidothrix	Lepidothrix_coronata	low_coverage	1	GCA_001604755.1_Lepidothrix_coronata-1.0_genomic.fa	KV388172.1	+	3627558	3628402	VP	80	233	384	845	158	177	61.392	4.34	56	3	0	VP[dependo.XX-Tonatia(+)]	845	Dependoparvovirus
dependo.366-Corapipo_altera	dependo.366-passeriformes	366	dependo.366	Corapipo_altera	Aves	Neognathae	Passeriformes	Pipridae	Corapipo	Corapipo_altera	low_coverage	ASM394572v1	GCF_003945725.1_ASM394572v1_genomic.fna	NW_020884908.1	-	2683626	2684470	VP	80	233	384	845	158	170	60.127	2.25	53	3	0	VP[dependo.XX-Tonatia(-)]	845	Dependoparvovirus
dependo.366-Paradisaea_raggiana	dependo.366-passeriformes	366	dependo.366	Paradisaea_raggiana	Aves	Neognathae	Passeriformes	Paradisaeidae	Paradisaea	Paradisaea_raggiana	low_coverage	GCA_003713265	GCA_003713265.1_ParRag_1.0_genomic.fna	RAHK01000919.1	-	115318	115713	VP	156	220	46	240	65	119	84.615	5.13	50	0	0	VP[dependo.XX-Paradisaea_rubra(-)]	396	Dependoparvovirus
dependo.366-Parotia_lawesii	dependo.366-passeriformes	366	dependo.366	Parotia_lawesii	Aves	Neognathae	Passeriformes	Paradisaeidae	Parotia	Parotia_lawesii	low_coverage	GCA_003713295	GCA_003713295.1_ParLaw_1.0_genomic.fna	RAHM01000246.1	-	887730	887969	VP	156	220	46	240	65	117	84.615	4.25	36	0	0	VP[dependo.XX-Paradisaea_rubra(-)]	240	Dependoparvovirus
dependo.366-Diphyllodes_magnificus	dependo.366-passeriformes	366	dependo.366	Diphyllodes_magnificus	Aves	Neognathae	Passeriformes	Paradisaeidae	Diphyllodes	Diphyllodes_magnificus	low_coverage	GCA_003713285.1	GCA_003713285.1_DipMag_1.0_genomic.fna	RAHO01000074.1	+	3377757	3378152	VP	156	220	46	240	65	117	83.077	5.01	51	0	0	VP[dependo.XX-Paradisaea_rubra(+)]	396	Dependoparvovirus
dependo.366-Cicinnurus_regius	dependo.366-passeriformes	366	dependo.366	Cicinnurus_regius	Aves	Neognathae	Passeriformes	Paradisaeidae	Cicinnurus	Cicinnurus_regius	low_coverage	GCA_003713305.1	GCA_003713305.1_CicReg_1.0_genomic.fna	RAHN01000272.1	-	888320	888715	VP	156	220	46	240	65	116	83.077	8.42	51	0	0	VP[dependo.XX-Paradisaea_rubra(-)]	396	Dependoparvovirus
dependo.366-Paradisaea_rubra	dependo.366-passeriformes	366	dependo.366	Paradisaea_rubra	Aves	Neognathae	Passeriformes	Paradisaeidae	Paradisaea	Paradisaea_rubra	low_coverage	GCA_003713215	GCA_003713215.1_ParRub_1.0_genomic.fna	RAHL01000063.1	-	891433	891618	VP	159	220	1	186	62	112	83.871	1.93	34	0	0	VP[dependo.XX-Paradisaea_rubra(-)]	186	Dependoparvovirus
dependo.366-Eopsaltria_australis	dependo.366-passeriformes	366	dependo.366	Eopsaltria_australis	Aves	Neognathae	Passeriformes	Petroicidae	Eopsaltria	Eopsaltria_australis	low_coverage	eyr_v1	GCA_003426825.1_eyr_v1_genomic.fna	QKXG01002043.1	-	2091577	2091786	VP	162	220	34	210	59	110	88.136	1.06	33	0	0	VP[dependo.XX-Paradisaea_rubra(-)]	210	Dependoparvovirus
dependo.366-Erythrura_gouldiae	dependo.366-passeriformes	366	dependo.366	Erythrura_gouldiae	Aves	Neognathae	Passeriformes	Estrildidae	Erythrura	Erythrura_gouldiae	low_coverage	GouldianFinchv1	GCA_003676055.1_GouldianFinch_genomic.fna	QUSF01000025.1	-	6970786	6971067	VP	159	258	1	282	103	105	61.165	2.72	31	3	0	Rep78[dependo.XX-Taeniopygia_guttata(-)]	282	Dependoparvovirus
dependo.366-Parus_major	dependo.366-passeriformes	366	dependo.366	Parus_major	Aves	Neognathae	Passeriformes	Paridae	Parus	Parus_major	complete	1.0.3	9157_ref_Parus_major1.0.3_chr4.fa	gi|996767195|ref|NC_029271.1|	+	13079961	13080233	VP	161	258	1	273	98	104	60.204	7.1	31	2	0	Rep78[dependo.XX-Taeniopygia_guttata(+)]	273	Dependoparvovirus
dependo.366-Pseudopodoces_humilis	dependo.366-passeriformes	366	dependo.366	Pseudopodoces_humilis	Aves	Neognathae	Passeriformes	Paridae	Pseudopodoces	Pseudopodoces_humilis	low_coverage	1	181119_ref_PseHum1.0_chrUn.fa	gi|539359160|ref|NW_005087579.1|	+	9622401	9622679	VP	161	258	1	279	101	103	59.406	2.28	30	2	0	Rep78[dependo.XX-Taeniopygia_guttata(+)]	279	Dependoparvovirus
dependo.366-Geospiza_fortis	dependo.366-passeriformes	366	dependo.366	Geospiza_fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza	Geospiza_fortis	low_coverage	goldenpath_geoFor1	geoFor1.fa_1.fa	JH739894	+	4004291	4004587	VP	151	258	1	297	111	101	56.757	1.32	29	4	0	Rep78[dependo.XX-Taeniopygia_guttata(+)]	297	Dependoparvovirus
dependo.366-Serinus_canaria	dependo.366-passeriformes	366	dependo.366	Serinus_canaria	Aves	Neognathae	Passeriformes	Fringillidae	Serinus	Serinus_canaria	low_coverage	ncbi_100	9135_ref_SCA1_chrUn.fa	gi|668343357|ref|NW_007931124.1|	-	51847511	51847789	VP	159	258	1	279	102	100	59.804	1.95	29	3	0	Rep78[dependo.XX-Taeniopygia_guttata(-)]	279	Dependoparvovirus
dependo.366-Hemignathus_virens	dependo.366-passeriformes	366	dependo.366	Hemignathus_virens	Aves	Neognathae	Passeriformes	Fringillidae	Hemignathus	Hemignathus_virens	low_coverage	ASM328649v1	GCA_003286495.1_ASM328649v1_genomic.fna	LTAT01000006.1	+	13086293	13086574	VP	159	258	1	282	103	97.8	59.223	2.98	28	3	0	Rep78[dependo.XX-Taeniopygia_guttata(+)]	282	Dependoparvovirus
dependo.366-Lonchura_striata_domestica	dependo.366-passeriformes	366	dependo.366	Lonchura_striata_domestica	Aves	Neognathae	Passeriformes	Estrildidae	Lonchura	Lonchura_striata_domestica	low_coverage	LonStrDom1	GCF_002197715.1_LonStrDom1_genomic.fna	NW_018657297.1	-	3254570	3254845	VP	153	244	7	267	95	94	57.895	8.26	27	2	0	Rep78[dependo.XX-Taeniopygia_guttata(-)]	276	Dependoparvovirus
dependo.366-Setophaga_coronata	dependo.366-passeriformes	366	dependo.366	Setophaga_coronata	Aves	Neognathae	Passeriformes	Parulidae	Setophaga	Setophaga_coronata	low_coverage	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	MDLI01000011.1	+	4736948	4737262	VP	148	258	1	315	116	89	50	1.22	24	4	0	Rep78[dependo.XX-Taeniopygia_guttata(+)]	315	Dependoparvovirus
dependo.366-Taeniopygia_guttata	dependo.366-passeriformes	366	dependo.366	Taeniopygia_guttata	Aves	Neognathae	Passeriformes	Estrildidae	Taeniopygia	Taeniopygia_guttata	low_coverage	goldenpath_taeGut2	taeGut2.fa	chr4	+	13008834	13009115	VP	156	244	22	273	92	85.5	54.348	1.36	23	2	0	Rep78[dependo.XX-Taeniopygia_guttata(+)]	282	Dependoparvovirus
dependo.367-Ardeotis_arabs	dependo.367-otididae	367	dependo.367	Ardeotis_arabs	Aves	Neognathae	Gruiformes	Otididae	Ardeotis	Ardeotis_arabs	low_coverage	REN_Aarabs_1.0	GCA_011801015.1_REN_Aarabs_1.0_genomic.fna	JAAGAY010102900.1	-	813	1196	translation	1	128	1	384	128	260	100	1.41	93	0	0	Rep78[dependo.XX-Chlamydotis(-)]	384	Dependoparvovirus
dependo.367-Chlamydotis_macqueenii	dependo.367-otididae	367	dependo.367	Chlamydotis_macqueenii	Aves	Neognathae	Gruiformes	Otididae	Chlamydotis	Chlamydotis_macqueenii	low_coverage	ASM69519v1	187382_ref_ASM69519v1_chrUn.fa	gi|702198602|ref|NW_010471406.1|	+	7632	8015	translation	1	128	1	384	128	260	100	1.41	93	0	0	Rep78[dependo.XX-Chlamydotis(+)]	384	Dependoparvovirus
dependo.367-Chlamydotis_undulata	dependo.367-otididae	367	dependo.367	Chlamydotis_undulata	Aves	Neognathae	Gruiformes	Otididae	Chlamydotis	Chlamydotis_undulata	low_coverage	bgi_2011-10-28	Chlamydotis_undulata.scaf.noBacterial.fa	scaffold13103	+	7632	8015	translation	1	128	1	384	128	260	100	1.41	93	0	0	Rep78[dependo.XX-Chlamydotis(+)]	384	Dependoparvovirus
dependo.367-Ardeotis_arabs	dependo.367-otididae	367	dependo.367	Ardeotis_arabs	Aves	Neognathae	Gruiformes	Otididae	Ardeotis	Ardeotis_arabs	low_coverage	REN_Aarabs_1.0	GCA_011801015.1_REN_Aarabs_1.0_genomic.fna	JAAGAY010051257.1	+	22799	23155	translation	10	128	1	357	119	202	86.555	1.07	70	0	0	NK[dependo.XX-Ardeotis-arabs(+)]	357	Dependoparvovirus
dependo.368-Chlamydotis_macqueenii	dependo.368-otididae	368	dependo.368	Chlamydotis_macqueenii	Aves	Neognathae	Gruiformes	Otididae	Chlamydotis	Chlamydotis_macqueenii	low_coverage	ASM69519v1	187382_ref_ASM69519v1_chrUn.fa	gi|702198602|ref|NW_010471406.1|	+	415	951	NK	6	189	1	537	184	132	42.935	5.2	38	3	0	NS[dependo.63-chlamydotis(+)]	537	Dependoparvovirus
dependo.368-Chlamydotis_undulata	dependo.368-otididae	368	dependo.368	Chlamydotis_undulata	Aves	Neognathae	Gruiformes	Otididae	Chlamydotis	Chlamydotis_undulata	low_coverage	bgi_2011-10-28	Chlamydotis_undulata.scaf.noBacterial.fa	scaffold13103	+	415	951	NK	6	189	1	537	184	132	42.935	5.2	38	3	0	NS[dependo.63-chlamydotis(+)]	537	Dependoparvovirus
dependo.368-Ardeotis_arabs	dependo.368-otididae	368	dependo.368	Ardeotis_arabs	Aves	Neognathae	Gruiformes	Otididae	Ardeotis	Ardeotis_arabs	low_coverage	REN_Aarabs_1.0	GCA_011801015.1_REN_Aarabs_1.0_genomic.fna	JAAGAY010088448.1	-	128	634	NK	6	179	1	507	174	125	43.103	9.65	36	3	0	NS[dependo.63-chlamydotis(-)]	507	Dependoparvovirus
dependo.369-Guaruba_guarouba	dependo.369-Guaruba_guarouba	369	dependo.369	Guaruba_guarouba	Aves	Neognathae	Psittaciformes	Psittacidae	Guaruba	Guaruba_guarouba	low_coverage	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010063778.1	-	3956495	3957082	VP	1	196	1	588	196	412	100	1.44	151	0	0	VP[dependo.170-Guaruba_guarouba(-)]	588	Dependoparvovirus
dependo.370-Pelecanus_crispus	dependo.370-pelecanus	370	dependo.370	Pelecanus_crispus	Aves	Neognathae	Pelecaniformes	Pelecanidae	Pelecanus	Pelecanus_crispus	low_coverage	bgi_2011-10-28	Pelecanus_crispus.scaf.noBacterial.fa	scaffold56836	-	6093	8381	NK	1	259	1	777	259	496	99.614	0	1	0	0	NS[dependo.170-pelecaniformes(-)]-NS[dependo.170-pelecaniformes(-)]	2289	Dependoparvovirus
dependo.371-Egretta_garzetta	dependo.371-egretta	371	dependo.371	Egretta_garzetta	Aves	Neognathae	Pelecaniformes	Ardeidae	Egretta	Egretta_garzetta	low_coverage	bgi_2011-10-28	Egretta_garzetta.scaf.noBacterial.fa	scaffold81	+	2266872	2267294	NK	137	284	1	423	152	102	46.053	6.72	28	5	0	NK[dependo.XX-Egretta-garzetta(+)]	423	Dependoparvovirus
dependo.372-Opisthocomus_hoazin	dependo.372-opisthocomus	372	dependo.372	Opisthocomus_hoazin	Aves	Neognathae	Opisthocomiformes	Opisthocomidae	Opisthocomus	Opisthocomus_hoazin	low_coverage	bgi_2011-10-28	Ophisthocomus_hoazin.scaf.noBacterial.fa	scaffold101	-	294383	294574	VP	33	93	1	183	61	68.9	49.18	3.24	19	0	0	VP[dependo.5-rhinocerotidae(-)]	192	Dependoparvovirus
dependo.500-Tarsius_syrichta	dependo.500-eHV.Carlito	500	dependo.500	Tarsius_syrichta	Mammalia	Euarchontoglires	Primates	Tarsiidae	Tarsius	Tarsius_syrichta	complete	goldenpath_tarSyr1	tarSyr1.fa_5.fa	scaffold_178296	-	925	1968	Rep	1	175	1	525	175	314	98.286	9.59	105	0	0	NS[dependo.500-eHV.carlito(-)]	1044	Dependoparvovirus
dependo.500-Mustela_erminea	dependo.500-eHV.mustela	500	dependo.500	Mustela_erminea	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01003145.1	-	69181	70593	Rep	1	450	1	1350	450	892	100	0	1	0	0	NS[dependo.500-eHV.mustela(-)]	1413	Dependoparvovirus
